county,state,deaths,pop
okeechobee,florida,88,39996
lanier,georgia,13,10078
putnam,georgia,57,21218
union,georgia,73,21356
gooding,idaho,24,15464
latah,idaho,10,37244
massac,illinois,43,15429
vermilion,illinois,148,81625
jay,indiana,31,21253
madison,iowa,19,15679
mitchell,iowa,42,10776
pratt,kansas,25,9656
hancock,maine,36,54418
dorchester,maryland,51,32618
mackinac,michigan,4,11113
crow wing,minnesota,87,62500
freeborn,minnesota,29,31255
yellow medicine,minnesota,20,10438
jasper,mississippi,48,17062
butler,missouri,42,42794
caldwell,missouri,13,9424
dekalb,missouri,31,12892
gasconade,missouri,45,15222
carbon,montana,14,10078
cuming,nebraska,11,9139
catron,new mexico,5,3725
grant,new mexico,36,29514
otero,new mexico,75,63797
burke,north dakota,1,1968
morrow,ohio,39,34827
greer,oklahoma,21,6239
allendale,south carolina,15,10419
clay,tennessee,31,7861
grainger,tennessee,50,22657
hickman,tennessee,46,24690
lauderdale,tennessee,44,27815
sequatchie,tennessee,29,14112
anderson,texas,120,58458
camp,texas,42,12401
clay,texas,16,10752
colorado,texas,30,20874
comanche,texas,51,13974
gonzales,texas,57,19807
gray,texas,56,22535
kerr,texas,88,49625
live oak,texas,22,11531
newton,texas,35,14445
san augustine,texas,32,8865
wood,texas,127,41964
augusta,virginia,70,73750
sussex,virginia,21,12087
barbour,west virginia,26,16589
crawford,wisconsin,17,16644
menominee,wisconsin,11,4232
coffee,alabama,115,49948
yukon-koyukuk census area,alaska,4,5588
mississippi,arkansas,112,46480
monroe,arkansas,17,8149
ouachita,arkansas,61,26120
sharp,arkansas,51,17264
del norte,california,7,28610
custer,colorado,1,4255
telfair,georgia,57,16500
washington,idaho,21,10198
logan,illinois,70,30305
macoupin,illinois,110,47765
mercer,illinois,33,16434
moultrie,illinois,34,14846
piatt,illinois,20,16729
blackford,indiana,32,12766
spencer,indiana,31,20952
bremer,iowa,60,24276
jefferson,iowa,35,16843
o'brien,iowa,60,14398
cloud,kansas,23,9533
cowley,kansas,107,36311
bath,kentucky,21,11591
crittenden,kentucky,21,9315
cumberland,kentucky,12,6856
lincoln,kentucky,50,24742
meade,kentucky,25,28602
pendleton,kentucky,4,14877
allegany,maryland,207,75087
dickinson,michigan,74,26168
koochiching,minnesota,14,13311
wayne,mississippi,41,20747
howell,missouri,43,40400
new madrid,missouri,45,18956
colfax,nebraska,21,10515
gage,nebraska,19,22311
hamilton,nebraska,18,9124
otoe,nebraska,9,15740
yates,new york,26,25348
dare,north carolina,10,33920
gates,north carolina,13,12197
macon,north carolina,36,33922
mitchell,north carolina,16,15579
stokes,north carolina,80,47401
guernsey,ohio,52,40087
hardin,ohio,64,32058
williams,ohio,78,37642
atoka,oklahoma,25,14182
kingfisher,oklahoma,38,15034
kiowa,oklahoma,24,9446
woodward,oklahoma,33,20081
forest,pennsylvania,21,7716
cherokee,south carolina,152,55342
hampton,south carolina,52,21090
mccormick,south carolina,28,10233
lake,south dakota,18,11200
spink,south dakota,26,6415
jackson,tennessee,35,11638
polk,tennessee,24,16825
donley,texas,15,3677
gillespie,texas,50,24837
goliad,texas,13,7210
jasper,texas,88,35710
jim wells,texas,101,40838
lee,texas,39,16612
palo pinto,texas,75,28111
panola,texas,74,23796
kane,utah,5,7125
cumberland,virginia,9,10052
salem city,virginia,47,24802
pend oreille,washington,7,13001
pendleton,west virginia,9,7695
adams,wisconsin,17,20875
trempealeau,wisconsin,44,28816
uinta,wyoming,12,21118
barbour,alabama,56,27457
henry,alabama,44,17302
southeast fairbanks census area,alaska,4,7029
lafayette,arkansas,9,7645
prairie,arkansas,24,8715
tehama,california,53,63463
las animas,colorado,11,15507
rio blanco,colorado,4,6666
franklin,florida,18,11549
elbert,georgia,72,20166
marion,georgia,19,8742
quitman,georgia,2,2513
towns,georgia,55,10471
de witt,illinois,31,16561
effingham,illinois,83,34242
jersey,illinois,68,22985
parke,indiana,16,17339
louisa,iowa,49,11387
lyon,iowa,41,11581
plymouth,iowa,79,24986
marion,kansas,24,12660
osborne,kansas,12,3858
aroostook,maine,45,71870
washington,maine,15,32856
luce,michigan,3,6631
clark,missouri,7,7139
linn,missouri,13,12761
saline,missouri,39,23370
glacier,montana,42,13399
merrick,nebraska,15,7845
coos,new hampshire,41,33055
bladen,north carolina,41,35190
chowan,north carolina,22,14793
haywood,north carolina,95,59036
eddy,north dakota,6,2385
slope,north dakota,0,727
grant,oklahoma,7,4527
major,oklahoma,21,7527
mccurtain,oklahoma,88,33151
crook,oregon,20,20978
clinton,pennsylvania,62,39238
lampasas,texas,32,19677
titus,texas,84,32334
carbon,utah,17,21403
duchesne,utah,9,18607
emery,utah,9,10976
grand,utah,3,9225
juab,utah,12,10246
millard,utah,13,12503
buena vista city,virginia,19,6650
caroline,virginia,35,28545
emporia city,virginia,42,5927
lexington city,virginia,33,7042
pulaski,virginia,61,34872
richmond,virginia,15,9254
westmoreland,virginia,24,17454
wise,virginia,96,41452
asotin,washington,29,21623
mineral,west virginia,84,28212
barron,wisconsin,83,45870
rusk,wisconsin,18,14755
lincoln,wyoming,12,18106
dallas,arkansas,15,8116
ouray,colorado,3,4436
dixie,florida,24,16422
jefferson,florida,27,14761
wayne,georgia,88,30099
caribou,idaho,12,6963
jasper,illinois,20,9698
lee,illinois,91,36031
mason,illinois,43,14666
pike,illinois,54,16430
martin,indiana,15,10334
union,indiana,11,7516
grundy,iowa,32,12453
howard,iowa,22,9566
lee,iowa,55,35862
mills,iowa,21,15059
greenwood,kansas,11,6689
jewell,kansas,6,3077
caldwell,kentucky,30,12984
clinton,kentucky,32,10272
ohio,kentucky,55,23842
perry,kentucky,65,28712
mcleod,minnesota,58,36651
polk,minnesota,67,31600
nodaway,missouri,26,23370
beaverhead,montana,9,9246
cherry,nebraska,7,5713
lincoln,new mexico,19,20497
los alamos,new mexico,6,17950
ashe,north carolina,41,27281
warren,north carolina,20,20972
adams,ohio,52,28550
tillman,oklahoma,17,7992
sullivan,pennsylvania,20,6428
wyoming,pennsylvania,47,28276
stewart,tennessee,28,13324
andrews,texas,47,14786
hemphill,texas,2,3807
hutchinson,texas,71,22150
mason,texas,6,4012
trinity,texas,25,14585
tyler,texas,38,21766
charlotte,virginia,18,12586
staunton city,virginia,70,23746
wahkiakum,washington,0,3978
manitowoc,wisconsin,88,81442
shawano,wisconsin,83,41949
crook,wyoming,12,7083
phillips,arkansas,38,21757
yell,arkansas,67,22185
crawford,georgia,19,12630
boone,illinois,86,54165
calhoun,illinois,5,5089
gallatin,illinois,5,5589
daviess,indiana,101,31648
clarke,iowa,24,9286
hamilton,iowa,49,15673
geary,kansas,40,34362
republic,kansas,15,4980
wabaunsee,kansas,14,7053
adair,kentucky,54,18656
carter,kentucky,34,27720
greenup,kentucky,59,36910
johnson,kentucky,34,23356
leslie,kentucky,7,11310
letcher,kentucky,42,24519
mclean,kentucky,27,9531
monroe,kentucky,41,10963
pike,kentucky,94,65024
houston,minnesota,15,19027
pipestone,minnesota,26,9596
stone,mississippi,33,17786
johnson,nebraska,9,5217
phelps,nebraska,10,9188
seward,nebraska,32,16750
pender,north carolina,69,52217
emmons,north dakota,13,3550
monroe,ohio,41,14642
sherman,oregon,1,1765
fulton,pennsylvania,15,14845
henderson,tennessee,76,27769
aransas,texas,39,23158
florence,wisconsin,12,4423
petersburg borough,alaska,0,3815
clay,arkansas,50,16083
franklin,arkansas,39,18125
izard,arkansas,41,13696
logan,arkansas,22,22353
lake,california,43,64665
hamilton,florida,25,14799
atkinson,georgia,19,8375
brantley,georgia,37,18411
echols,georgia,9,4034
jeff davis,georgia,46,15068
treutlen,georgia,27,6885
jefferson,illinois,120,38827
wabash,illinois,15,11947
pulaski,indiana,45,13402
chickasaw,iowa,15,12439
franklin,iowa,21,10680
marion,iowa,75,33309
winnebago,iowa,31,10866
morton,kansas,9,3233
presque isle,michigan,31,13376
murray,minnesota,9,8725
redwood,minnesota,36,16059
greene,mississippi,33,14400
gentry,missouri,21,6738
madison,missouri,16,12226
phelps,missouri,129,45156
worth,missouri,2,2171
cheyenne,nebraska,18,9998
custer,nebraska,18,10939
stanton,nebraska,9,6129
morgan,ohio,34,15054
paulding,ohio,39,19614
putnam,ohio,101,34499
scioto,ohio,105,79499
jefferson,oklahoma,13,6472
curry,oregon,9,22364
pecos,texas,34,15507
zapata,texas,36,14018
appomattox,virginia,24,14973
giles,virginia,21,17286
russell,virginia,38,28897
lewis,west virginia,20,16372
taylor,west virginia,23,16895
kewaunee,wisconsin,35,20574
waushara,wisconsin,37,24496
bethel census area,alaska,21,17013
gilchrist,florida,43,16939
taylor,florida,46,22570
hancock,georgia,65,9429
power,idaho,9,7817
coles,illinois,96,53873
lawrence,illinois,34,16833
richland,illinois,49,16233
shelby,illinois,40,22363
buena vista,iowa,40,20260
delaware,iowa,40,17764
greene,iowa,10,9336
barber,kansas,6,4861
rooks,kansas,11,5181
scott,kansas,23,4936
seward,kansas,41,22952
green,kentucky,16,11258
hart,kentucky,46,18199
todd,kentucky,25,12460
mason,michigan,32,28705
roseau,minnesota,19,15629
swift,minnesota,18,9783
dallas,missouri,27,16777
howard,missouri,7,10144
oregon,missouri,3,10881
polk,missouri,40,31137
scotland,missouri,3,4843
richmond,north carolina,92,46639
bowman,north dakota,5,3151
meigs,ohio,39,23770
beaver,oklahoma,6,5636
dewey,oklahoma,14,4810
marshall,oklahoma,23,15840
elk,pennsylvania,38,31946
jefferson,pennsylvania,95,45200
callahan,texas,39,13544
crosby,texas,29,6059
dallam,texas,24,6703
hamilton,texas,27,8517
hansford,texas,25,5613
knox,texas,17,3719
mitchell,texas,30,9403
grand isle,vermont,2,6970
buchanan,virginia,38,24098
craig,virginia,6,5190
dinwiddie,virginia,42,28001
lunenburg,virginia,13,12914
rappahannock,virginia,3,7373
brooke,west virginia,62,24069
fayette,west virginia,79,46039
mcdowell,west virginia,22,22113
nicholas,west virginia,20,26233
tyler,west virginia,9,9208
wyoming,west virginia,43,23796
lafayette,wisconsin,9,16836
madison,arkansas,23,15717
lafayette,florida,26,8870
hancock,illinois,41,19104
stark,illinois,23,5994
worth,iowa,8,7598
ballard,kentucky,8,8249
jackson,kentucky,32,13494
whitley,kentucky,55,35637
schoolcraft,michigan,5,8485
pine,minnesota,21,29750
washington,missouri,49,25195
richland,montana,17,9746
stutsman,north dakota,81,21100
henry,ohio,66,28215
jackson,ohio,56,33225
oglala lakota,south dakota,49,13586
decatur,tennessee,39,11757
bee,texas,72,31861
delta,texas,11,5231
dickens,texas,10,2444
floyd,texas,30,6446
frio,texas,50,17217
jones,texas,55,20202
essex,vermont,2,6306
boone,west virginia,40,24629
braxton,west virginia,3,14523
hampshire,west virginia,33,23964
perry,alabama,27,10591
gilpin,colorado,3,5441
prowers,colorado,21,12551
pulaski,illinois,7,6161
schuyler,illinois,17,7544
knox,kentucky,36,31883
jefferson davis,mississippi,32,12487
st. clair,missouri,8,9805
vernon,missouri,43,21159
stillwater,montana,14,9117
burt,nebraska,12,6858
polk,nebraska,18,5406
white pine,nevada,6,10030
colfax,new mexico,47,13750
jones,north carolina,19,10153
richland,north dakota,17,16321
noble,ohio,42,14645
corson,south dakota,12,4050
jerauld,south dakota,16,2071
bandera,texas,27,20485
jack,texas,16,9044
madison,texas,29,13664
mcculloch,texas,19,8283
sabine,texas,45,10834
scurry,texas,62,16921
floyd,virginia,21,15279
middlesex,virginia,20,10959
wayne,west virginia,40,42481
sawyer,wisconsin,26,16557
marion,arkansas,30,16653
liberty,florida,17,8365
fulton,illinois,59,37069
greene,illinois,46,13886
perry,indiana,38,19338
osceola,iowa,16,6462
union,iowa,32,12534
trimble,kentucky,7,8809
menominee,michigan,41,24029
nobles,minnesota,48,21378
big horn,montana,75,12865
clay,nebraska,11,6542
franklin,nebraska,4,3225
webster,nebraska,6,3812
luna,new mexico,85,25095
sargent,north dakota,7,3829
murray,oklahoma,38,13488
okfuskee,oklahoma,30,12191
miner,south dakota,9,2389
concho,texas,8,4087
cooke,texas,72,38437
howard,texas,101,35012
rains,texas,25,10914
stephens,texas,25,9630
winkler,texas,21,7110
colonial heights city,virginia,61,17411
fairfax city,virginia,19,22565
scott,virginia,52,23177
pacific,washington,10,20920
polk,wisconsin,53,44205
niobrara,wyoming,2,2484
prince of wales-hyder census area,alaska,1,5559
montgomery,georgia,23,9123
mcdonough,illinois,57,32612
perry,illinois,68,22350
warren,illinois,49,17707
ellis,kansas,73,28452
hamilton,kansas,1,2690
phillips,kansas,24,5642
fleming,kentucky,22,14348
gallatin,kentucky,28,8589
knott,kentucky,23,16346
rowan,kentucky,20,23333
alpena,michigan,59,29598
lake,michigan,15,11539
becker,minnesota,49,32504
andrew,missouri,20,17291
iron,missouri,6,10630
golden valley,montana,2,884
box butte,nebraska,9,11308
pierce,nebraska,20,7266
wayne,nebraska,8,9595
quay,new mexico,8,9041
rolette,north dakota,28,13937
hocking,ohio,61,29380
coos,oregon,32,63043
sanborn,south dakota,3,2355
dimmit,texas,32,9996
monroe,west virginia,17,13502
summers,west virginia,23,13927
price,wisconsin,7,14159
geneva,alabama,75,26790
evans,georgia,29,11000
benton,indiana,14,8854
pike,indiana,34,12845
kearny,kansas,10,3977
stanton,kansas,6,2235
morgan,kentucky,3,13923
owsley,kentucky,14,4755
trigg,kentucky,14,14339
red lake,minnesota,7,4089
rock,minnesota,19,9687
todd,minnesota,31,24895
dakota,nebraska,76,21006
sully,south dakota,3,1373
walworth,south dakota,16,5438
grant,west virginia,29,11937
mingo,west virginia,39,26839
big horn,wyoming,32,11668
jackson,arkansas,38,17997
johnson,illinois,20,12582
cass,iowa,54,13956
montmorency,michigan,19,9765
churchill,nevada,49,24877
jackson,north carolina,56,40271
alfalfa,oklahoma,7,5642
hyde,south dakota,1,1420
lake,tennessee,26,7832
van buren,tennessee,23,5548
motley,texas,8,1210
falls church city,virginia,10,12332
green lake,wisconsin,22,19051
clay,illinois,48,13815
dickinson,kansas,44,19754
casey,kentucky,37,15955
garrard,kentucky,35,16912
livingston,kentucky,20,9519
saline,nebraska,3,14200
tyrrell,north carolina,6,4407
johnston,oklahoma,35,10957
jefferson,oregon,32,21720
armstrong,texas,6,1901
duval,texas,41,11782
wilbarger,texas,55,13535
lincoln,west virginia,22,21720
washburn,wisconsin,20,15911
nome census area,alaska,0,9492
union,illinois,44,17808
smith,kansas,3,3853
alcona,michigan,28,10942
norman,minnesota,9,6852
daviess,missouri,11,8433
holt,missouri,13,4912
miller,missouri,54,24748
pondera,montana,4,6153
morrill,nebraska,15,5042
harrison,ohio,36,15864
moore,tennessee,17,6362
bosque,texas,33,18212
freestone,texas,49,19816
sevier,utah,14,20802
kodiak island borough,alaska,5,13592
alexander,illinois,11,8238
baraga,michigan,35,8860
mille lacs,minnesota,52,26097
howard,nebraska,17,6274
nance,nebraska,10,3735
moody,south dakota,17,6486
la salle,texas,28,6886
marion,texas,33,10546
red river,texas,37,12860
roberts,texas,1,929
sherman,texas,12,3034
essex,virginia,9,11151
henderson,illinois,23,7331
wayne,illinois,53,16760
chase,kansas,3,2790
sherman,kansas,12,6010
wilson,kansas,16,9409
aitkin,minnesota,36,16202
butler,nebraska,12,8395
red willow,nebraska,15,11055
haskell,oklahoma,16,12769
mcintosh,oklahoma,58,20252
woods,oklahoma,17,8878
rhea,tennessee,75,31809
zavala,texas,43,11677
hamilton,illinois,18,8457
benzie,michigan,32,17525
kittson,minnesota,22,4552
lewis,missouri,13,10211
marion,missouri,45,28781
furnas,nebraska,5,4959
mineral,nevada,7,4772
guadalupe,new mexico,9,4687
harper,oklahoma,6,3685
crockett,tennessee,49,14586
carson,texas,14,6182
yoakum,texas,27,7879
sanpete,utah,22,27822
sheridan,kansas,13,2556
clay,kentucky,44,21730
fulton,kentucky,14,6813
piscataquis,maine,6,17535
marshall,minnesota,17,9439
morrison,minnesota,60,33198
audrain,missouri,58,25529
nelson,north dakota,15,3126
childress,texas,17,7041
houston,texas,52,23732
parmer,texas,36,10269
cass,illinois,33,13642
white,illinois,36,14665
haskell,kansas,9,4256
chippewa,minnesota,38,12441
dixon,nebraska,9,6000
hartley,texas,2,6062
hardin,illinois,12,4320
cherokee,iowa,38,12072
humboldt,iowa,26,9815
hickman,kentucky,10,4902
pennington,minnesota,19,13930
lander,nevada,9,5775
cimarron,oklahoma,1,2475
norton city,virginia,7,3958
patrick,virginia,43,18490
edwards,kansas,12,3037
carroll,missouri,23,9295
mississippi,missouri,28,14358
fillmore,nebraska,10,5890
wells,north dakota,8,4207
brooks,texas,36,7223
wheeler,texas,10,5410
highland,virginia,1,2321
fulton,arkansas,47,12245
clark,kansas,7,2215
gray,kansas,14,6006
kiowa,kansas,5,2553
rice,kansas,12,10083
carlisle,kentucky,9,5104
greeley,nebraska,2,2538
sherman,nebraska,4,3152
harding,new mexico,0,695
cochran,texas,15,3127
jim hogg,texas,16,5300
grant,kansas,18,7829
meade,kansas,12,4575
wheatland,montana,8,2168
stanley,south dakota,2,2966
nolan,texas,51,15216
ochiltree,texas,27,10223
vernon,wisconsin,42,29773
lemhi,idaho,9,7936
thurston,nebraska,12,6940
union,new mexico,9,4549
madison,north carolina,41,20764
pembina,north dakota,11,7413
mcpherson,south dakota,4,2459
gilmer,west virginia,8,8693
sitka city and borough,alaska,0,8881
jefferson,nebraska,1,7547
ransom,north dakota,17,5457
hand,south dakota,6,3431
calhoun,west virginia,0,7627
pocahontas,iowa,22,7310
cedar,nebraska,12,8852
valley,nebraska,4,4260
camden,north carolina,5,9980
pushmataha,oklahoma,20,11572
douglas,south dakota,9,3002
cottle,texas,7,1505
pocahontas,west virginia,11,8719
montgomery,arkansas,33,9487
mariposa,california,7,18251
nemaha,kansas,56,10178
metcalfe,kentucky,26,10099
owen,kentucky,13,10841
wadena,minnesota,21,13843
graham,north carolina,12,8861
vinton,ohio,15,13435
harney,oregon,8,7422
buffalo,south dakota,13,1912
lipscomb,texas,12,3302
runnels,texas,37,10501
grayson,virginia,34,15533
martinsville city,virginia,76,13821
davis,iowa,24,8753
cheyenne,kansas,14,2726
frontier,nebraska,1,2756
sierra,new mexico,49,11988
hyde,north carolina,8,5810
swain,north carolina,18,13981
day,south dakota,29,5710
harper,kansas,18,6034
hitchcock,nebraska,5,2908
garza,texas,22,6461
glasscock,texas,2,1226
brown,illinois,12,6937
calhoun,iowa,13,9670
floyd,iowa,42,16303
sac,iowa,19,10350
wayne,iowa,23,6403
norton,kansas,27,5671
kanabec,minnesota,24,16239
renville,north dakota,14,2470
brewster,texas,16,9232
lincoln,wisconsin,91,28743
grant,minnesota,8,6018
keith,nebraska,10,8368
briscoe,texas,5,1637
coleman,texas,32,8895
taliaferro,georgia,3,1717
monroe,iowa,28,7970
lawrence,missouri,81,38634
sullivan,missouri,14,6714
holt,nebraska,16,10435
yancey,north carolina,28,17818
ritchie,west virginia,11,10449
brown,kansas,38,9984
ellsworth,kansas,25,6497
boone,nebraska,5,5505
blaine,oklahoma,18,11943
refugio,texas,21,7383
pope,minnesota,6,10995
mercer,north dakota,10,8424
bailey,texas,19,7165
coke,texas,12,3320
collingsworth,texas,9,3057
san juan,colorado,2,699
thomas,nebraska,1,647
baker,oregon,14,16134
grant,south dakota,42,7356
ziebach,south dakota,9,2801
clay,west virginia,9,9386
forest,wisconsin,26,9304
valdez-cordova census area,alaska,3,9636
cheyenne,colorado,6,1836
conejos,colorado,10,8256
glascock,georgia,19,3082
harlan,kentucky,83,29278
lake,minnesota,19,10866
benson,north dakota,18,6660
traill,north dakota,18,8121
shackelford,texas,5,3378
piute,utah,2,1556
pope,illinois,4,4470
fremont,iowa,10,7441
palo alto,iowa,23,9421
lincoln,nevada,3,5345
kimble,texas,6,4607
reeves,texas,43,13783
anderson,kansas,18,8102
laclede,missouri,68,35571
dawes,nebraska,19,9182
covington city,virginia,13,5961
trinity,california,5,13786
bent,colorado,21,6499
pickett,tennessee,24,5077
ida,iowa,34,7089
edwards,illinois,13,6721
emmet,iowa,40,10302
richardson,nebraska,19,8363
washita,oklahoma,21,11629
tripp,south dakota,17,5644
burnett,wisconsin,23,15457
pepin,wisconsin,7,7469
dent,missouri,17,15657
archer,texas,12,9054
fisher,texas,14,3974
haskell,texas,27,5899
little river,arkansas,42,13171
putnam,illinois,4,6006
magoffin,kentucky,14,13333
schuyler,missouri,6,4431
nuckolls,nebraska,11,4500
adams,iowa,4,4029
lucas,iowa,23,8898
steele,north dakota,2,1975
ness,kansas,16,3107
bell,kentucky,54,28691
storey,nevada,3,4010
hidalgo,new mexico,9,4894
ringgold,iowa,24,5131
wolfe,kentucky,5,7355
avery,north carolina,20,17797
bottineau,north dakota,20,6429
coal,oklahoma,15,5925
hancock,tennessee,12,6819
mills,texas,21,4936
san saba,texas,23,6131
northwest arctic borough,alaska,2,7523
elliott,kentucky,2,7852
hall,texas,14,3353
langlade,wisconsin,46,19977
taylor,wisconsin,32,20689
platte,wyoming,11,8667
sierra,california,0,3240
comanche,kansas,9,1891
hodgeman,kansas,8,1916
lane,kansas,7,1750
trego,kansas,8,3001
griggs,north dakota,3,2420
lassen,california,25,34895
hubbard,minnesota,41,20428
grundy,missouri,34,10261
hardeman,texas,12,4139
ward,texas,24,10658
chase,nebraska,5,3966
jackson,south dakota,14,3031
benewah,idaho,9,9285
presidio,texas,24,7818
hudspeth,texas,11,3476
decatur,iowa,9,8457
monroe,missouri,12,8840
shannon,missouri,12,8441
lake,oregon,7,7895
reagan,texas,8,3367
weston,wyoming,5,7208
north slope borough,alaska,4,9430
lee,kentucky,26,7887
stevens,minnesota,10,9726
pershing,nevada,20,6753
franklin,idaho,16,12786
edgar,illinois,59,18576
texas,missouri,23,26008
thayer,nebraska,4,5228
hughes,oklahoma,29,14003
edmunds,south dakota,13,4071
kingsbury,south dakota,16,5148
kinney,texas,6,3598
dillingham census area,alaska,2,4847
douglas,missouri,27,13684
mercer,missouri,2,3785
gregory,south dakota,30,4271
boyd,nebraska,3,2099
garden,nebraska,1,2057
estill,kentucky,11,14672
iron,michigan,51,11817
rosebud,montana,48,9233
dickey,north dakota,33,5289
irion,texas,1,1599
pawnee,kansas,14,6973
brule,south dakota,9,5255
hanson,south dakota,4,3331
aleutians west census area,alaska,0,5561
custer,south dakota,12,8216
garfield,nebraska,4,2049
baylor,texas,12,3726
crockett,texas,15,3719
real,texas,12,3309
lamoure,north dakota,17,4139
sheridan,north dakota,2,1321
dewey,south dakota,27,5301
putnam,missouri,4,4979
wrangell city and borough,alaska,0,2369
aleutians east borough,alaska,3,3141
haines borough,alaska,0,2508
banner,nebraska,0,690
kidder,north dakota,10,2435
somervell,texas,14,8490
washington,kansas,14,5799
alger,michigan,6,9601
keweenaw,michigan,2,2156
knox,missouri,2,4131
barton,missouri,14,12402
sioux,nebraska,0,1311
custer,montana,18,11699
rich,utah,0,2264
cook,minnesota,0,5176
mellette,south dakota,2,2048
schleicher,texas,6,3461
allen,kansas,18,13371
dade,missouri,31,7883
bennett,south dakota,9,3431
beaver,utah,7,6629
dickenson,virginia,15,15903
fergus,montana,31,11586
valley,montana,19,7369
sutton,texas,8,4128
upton,texas,10,3355
bland,virginia,10,6824
ozark,missouri,17,9723
wayne,missouri,11,13521
dawson,montana,30,8966
billings,north dakota,0,783
cavalier,north dakota,5,3993
culberson,texas,11,2398
ellis,oklahoma,5,4151
thomas,kansas,20,7900
menard,texas,9,2242
harlan,nebraska,0,3423
terrell,texas,2,984
logan,kansas,6,2756
marshall,kansas,23,10117
treasure,montana,1,718
rock,nebraska,2,1526
denali borough,alaska,0,1826
jackson,colorado,0,1394
boise,idaho,2,7028
issaquena,mississippi,6,1406
granite,montana,2,3079
edwards,texas,6,2002
boundary,idaho,10,10972
clearwater,idaho,13,8761
elk,kansas,5,2882
sheridan,nebraska,19,5469
eureka,nevada,0,1987
hettinger,north dakota,4,2477
jeff davis,texas,5,2342
rush,kansas,14,3307
bear lake,idaho,2,5986
oneida,idaho,4,4286
robertson,kentucky,14,2282
hooker,nebraska,2,736
harmon,oklahoma,4,2922
calhoun,arkansas,3,5368
teton,montana,5,6073
kusilvak census area,alaska,4,7459
shoshone,idaho,34,12765
scott,illinois,1,5355
sheridan,montana,5,3384
campbell,south dakota,4,1466
kenedy,texas,2,416
throckmorton,texas,5,1641
ontonagon,michigan,21,6780
gilliam,oregon,1,1871
lewis,idaho,9,3821
graham,kansas,9,2597
kingman,kansas,15,7858
haakon,south dakota,10,1937
webster,west virginia,7,9154
towner,north dakota,11,2246
hickory,missouri,15,9627
logan,north dakota,8,1990
butte,south dakota,20,10110
jones,south dakota,1,1006
bath,virginia,12,4731
lincoln,kansas,5,3241
russell,kansas,29,6970
mcpherson,nebraska,1,539
mora,new mexico,6,4881
roger mills,oklahoma,12,3647
foard,texas,10,1336
pawnee,nebraska,1,2773
perkins,south dakota,14,2982
decatur,kansas,12,2961
greeley,kansas,1,1247
fallon,montana,2,2890
garfield,washington,5,2266
garfield,montana,2,1206
sedgwick,colorado,2,2379
sanders,montana,15,11413
wibaux,montana,6,1017
deuel,nebraska,2,1941
golden valley,north dakota,3,1680
kent,texas,2,808
mcmullen,texas,5,707
sweet grass,montana,7,3651
blaine,montana,24,6491
dolores,colorado,0,2064
dundy,nebraska,4,2008
stonewall,texas,6,1490
clark,idaho,0,982
mccone,montana,1,1734
perkins,nebraska,11,2970
chouteau,montana,6,5813
wichita,kansas,6,2234
judith basin,montana,1,2072
powder river,montana,6,1743
potter,south dakota,4,2329
lake of the woods,minnesota,3,4045
daniels,montana,8,1751
wheeler,nebraska,0,818
doddridge,west virginia,7,8202
wayne,utah,0,2778
adams,north dakota,3,2343
modoc,california,4,9686
powell,montana,10,7027
prairie,montana,2,1179
phillips,montana,16,4253
arthur,nebraska,1,460
butte,idaho,1,2891
mineral,montana,1,4223
brown,nebraska,2,3145
harding,south dakota,1,1255
sterling,texas,4,1143
keya paha,nebraska,0,824
logan,nebraska,0,763
rawlins,kansas,7,2519
wallace,kansas,4,1485
loup,nebraska,0,632
de baca,new mexico,1,2022
daggett,utah,0,1059
grant,nebraska,4,614
borden,texas,2,641
kiowa,colorado,3,1398
carter,montana,5,1160
blaine,nebraska,0,478
hayes,nebraska,0,967
petroleum,montana,1,494
wheeler,oregon,1,1441
king,texas,0,286
skagway municipality,alaska,0,968
esmeralda,nevada,0,783
loving,texas,0,82
kalawao,hawaii,0,90
